city,cases,case-rate,deaths,death-rate,date
Los Angeles - Victoria Park,378,4501,3,36,12/7/20
Los Angeles - View Heights,85,2301,3,81,12/7/20
Los Angeles - Watts,3017,7070,40,94,12/7/20
Los Angeles - Wellington Square,212,4313,3,61,12/7/20
Los Angeles - West Adams,1435,5194,45,163,12/7/20
Los Angeles - West Hills,1064,2624,50,123,12/7/20
Los Angeles - West Los Angeles,896,2381,20,53,12/7/20
Los Angeles - West Vernon,3748,6987,58,108,12/7/20
Los Angeles - Westchester,830,1608,21,41,12/7/20
Los Angeles - Westlake,3365,5669,157,265,12/7/20
Los Angeles - Westwood,898,1660,7,13,12/7/20
Los Angeles - Wholesale District*,3246,8984,37,102,12/7/20
Los Angeles - Wilmington,2921,5171,28,50,12/7/20
Los Angeles - Wilshire Center,1851,3689,40,80,12/7/20
Los Angeles - Winnetka,2506,4839,29,56,12/7/20
Los Angeles - Woodland Hills,1791,2632,35,51,12/7/20
Unincorporated - Acton,150,1882,3,38,12/7/20
Unincorporated - Agua Dulce,67,1611,0,0,12/7/20
Unincorporated - Altadena,1219,2795,21,48,12/7/20
Unincorporated - Anaverde,56,3714,0,0,12/7/20
Unincorporated - Angeles National Forest,10,803,0,0,12/7/20
Unincorporated - Arcadia,175,2193,3,38,12/7/20
Unincorporated - Athens-Westmont,2392,5636,31,73,12/7/20
Unincorporated - Athens Village,417,8515,13,265,12/7/20
Unincorporated - Avocado Heights,447,6598,4,59,12/7/20
Unincorporated - Azusa,928,5828,8,50,12/7/20
Unincorporated - Bassett,1034,6978,10,67,12/7/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/7/20
Unincorporated - Bradbury,9,8333,2,1852,12/7/20
Unincorporated - Canyon Country,305,3947,2,26,12/7/20
Unincorporated - Castaic*,2507,9220,5,18,12/7/20
Unincorporated - Cerritos,33,5622,0,0,12/7/20
Unincorporated - Charter Oak,0,0,0,0,12/7/20
Unincorporated - Claremont,29,4131,4,570,12/7/20
Unincorporated - Covina,841,5000,9,54,12/7/20
Unincorporated - Covina (Charter Oak),570,4337,4,30,12/7/20
Unincorporated - Del Aire,125,2845,2,46,12/7/20
Unincorporated - Del Rey,11,3459,0,0,12/7/20
Unincorporated - Del Sur,55,2277,0,0,12/7/20
Unincorporated - Desert View Highlands,127,5094,1,40,12/7/20
Unincorporated - Duarte,370,8356,4,90,12/7/20
Unincorporated - East Covina,13,3951,0,0,12/7/20
Unincorporated - East La Mirada,198,3741,1,19,12/7/20
Unincorporated - East Lancaster,2,1754,0,0,12/7/20
Unincorporated - East Los Angeles,10373,8281,132,105,12/7/20
Unincorporated - East Pasadena,117,1827,2,31,12/7/20
Unincorporated - East Rancho Dominguez,1033,6748,19,124,12/7/20
Unincorporated - East Whittier,159,2997,0,0,12/7/20
Unincorporated - El Camino Village,266,3026,3,34,12/7/20
Unincorporated - El Monte,9,6207,0,0,12/7/20
Unincorporated - Elizabeth Lake,22,1325,0,0,12/7/20
Unincorporated - Florence-Firestone,5537,8557,62,96,12/7/20
Unincorporated - Franklin Canyon,0,0,0,0,12/7/20
Unincorporated - Glendora,25,3788,1,152,12/7/20
Unincorporated - Hacienda Heights,1879,3360,22,39,12/7/20
Unincorporated - Harbor Gateway,1,100000,0,0,12/7/20
Unincorporated - Hawthorne,109,4336,1,40,12/7/20
Unincorporated - Hi Vista,12,1093,0,0,12/7/20
Unincorporated - Kagel/Lopez Canyons,63,4462,1,71,12/7/20
Unincorporated - La Crescenta-Montrose,368,1858,3,15,12/7/20
Unincorporated - La Habra Heights,11,1627,1,148,12/7/20
Unincorporated - La Rambla,101,4867,15,723,12/7/20
Unincorporated - La Verne*,57,2794,0,0,12/7/20
Unincorporated - Ladera Heights,156,2206,3,42,12/7/20
Unincorporated - Lake Hughes,17,2545,0,0,12/7/20
Unincorporated - Lake Los Angeles,544,4187,4,31,12/7/20
Unincorporated - Lake Manor,46,2800,1,61,12/7/20
Unincorporated - Lakewood,0,0,0,0,12/7/20
Unincorporated - Lennox,1217,5399,7,31,12/7/20
Unincorporated - Leona Valley,33,1885,0,0,12/7/20
Unincorporated - Littlerock,181,4501,1,25,12/7/20
Unincorporated - Littlerock/Juniper Hills,37,2853,0,0,12/7/20
Unincorporated - Littlerock/Pearblossom,177,4959,0,0,12/7/20
Unincorporated - Llano,16,1824,0,0,12/7/20
Unincorporated - Marina del Rey,147,1562,0,0,12/7/20
Unincorporated - Miracle Mile,0,0,0,0,12/7/20
Unincorporated - Monrovia,133,3427,0,0,12/7/20
Unincorporated - Newhall,39,17727,0,0,12/7/20
Unincorporated - North Lancaster,52,4341,1,83,12/7/20
Unincorporated - North Whittier,401,4797,10,120,12/7/20
Unincorporated - Northeast San Gabriel,646,2688,19,79,12/7/20
Unincorporated - Padua Hills,4,1860,0,0,12/7/20
Unincorporated - Palmdale,30,3563,0,0,12/7/20
Unincorporated - Palos Verdes Peninsula,9,1449,0,0,12/7/20
Unincorporated - Pearblossom/Llano,32,1636,1,51,12/7/20
Unincorporated - Pellissier Village,66,10662,0,0,12/7/20
Unincorporated - Placerita Canyon,0,0,0,0,12/7/20
Unincorporated - Pomona,31,1600,1,52,12/7/20
Unincorporated - Quartz Hill,416,3223,14,108,12/7/20
Unincorporated - Rancho Dominguez,122,4585,1,38,12/7/20
Unincorporated - Roosevelt,31,3330,0,0,12/7/20
Unincorporated - Rosewood,55,4277,1,78,12/7/20
Unincorporated - Rosewood/East Gardena,58,4862,1,84,12/7/20
Unincorporated - Rosewood/West Rancho Dominguez,184,5475,1,30,12/7/20
Unincorporated - Rowland Heights,1260,2470,22,43,12/7/20
Unincorporated - San Clemente Island,0,0,0,0,12/7/20
Unincorporated - San Francisquito Canyon/Bouquet Canyon,4,466,0,0,12/7/20
Unincorporated - San Jose Hills,1382,6834,20,99,12/7/20
Unincorporated - San Pasqual,15,737,0,0,12/7/20
Unincorporated - Sand Canyon,7,2273,0,0,12/7/20
Unincorporated - Santa Catalina Island,59,22097,0,0,12/7/20
Unincorporated - Santa Monica Mountains*,213,1144,1,5,12/7/20
Unincorporated - Saugus,52,33548,0,0,12/7/20
Unincorporated - Saugus/Canyon Country,17,4775,0,0,12/7/20
Unincorporated - South Antelope Valley,9,1978,0,0,12/7/20
Unincorporated - South El Monte,145,8078,0,0,12/7/20
Unincorporated - South San Gabriel,358,4046,13,147,12/7/20
Unincorporated - South Whittier,3375,5699,45,76,12/7/20
Unincorporated - Southeast Antelope Valley,29,3713,0,0,12/7/20
Unincorporated - Stevenson Ranch,364,1736,3,14,12/7/20
Unincorporated - Sun Village,323,5351,3,50,12/7/20
Unincorporated - Sunrise Village,92,7099,0,0,12/7/20
Unincorporated - Twin Lakes/Oat Mountain,28,1689,2,121,12/7/20
Unincorporated - Val Verde,129,3898,1,30,12/7/20
Unincorporated - Valencia,71,2311,0,0,12/7/20
Unincorporated - Valinda,1420,6076,13,56,12/7/20
Unincorporated - View Park/Windsor Hills,267,2295,5,43,12/7/20
Unincorporated - Walnut Park,1130,7000,17,105,12/7/20
Unincorporated - West Antelope Valley,9,596,0,0,12/7/20
Unincorporated - West Carson,730,3305,54,244,12/7/20
Unincorporated - West Chatsworth,1,8333,0,0,12/7/20
Unincorporated - West LA,75,7878,2,210,12/7/20
Unincorporated - West Puente Valley,665,6762,4,41,12/7/20
Unincorporated - West Rancho Dominguez,42,3091,3,221,12/7/20
Unincorporated - West Whittier/Los Nietos,1742,6470,23,85,12/7/20
Unincorporated - Westfield/Academy Hills,15,1154,0,0,12/7/20
Unincorporated - Westhills,24,2861,0,0,12/7/20
Unincorporated - White Fence Farms,119,3231,0,0,12/7/20
Unincorporated - Whittier,108,2854,2,53,12/7/20
Unincorporated - Whittier Narrows,5,41667,0,0,12/7/20
Unincorporated - Willowbrook,2332,6679,28,80,12/7/20
Unincorporated - Wiseburn,198,3285,1,17,12/7/20
- Under Investigation,6110,,11,,12/7/20
Pasadena,4329,,,,12/8/20
City of Agoura Hills,356,1705,7,34,12/8/20
City of Alhambra,2318,2673,35,40,12/8/20
City of Arcadia,965,1671,40,69,12/8/20
City of Artesia,703,4186,14,83,12/8/20
City of Avalon,5,129,0,0,12/8/20
City of Azusa,2571,5138,31,62,12/8/20
City of Baldwin Park,5122,6672,114,148,12/8/20
City of Bell,2615,7198,47,129,12/8/20
City of Bell Gardens,3390,7871,34,79,12/8/20
City of Bellflower,3932,5058,68,87,12/8/20
City of Beverly Hills,1139,3300,11,32,12/8/20
City of Bradbury,30,2806,0,0,12/8/20
City of Burbank,3214,2999,97,91,12/8/20
City of Calabasas,488,2006,13,53,12/8/20
City of Carson,3199,3409,65,69,12/8/20
City of Cerritos,987,1971,17,34,12/8/20
City of Claremont,844,2313,11,30,12/8/20
City of Commerce*,1061,8118,14,107,12/8/20
City of Compton,6658,6664,83,83,12/8/20
City of Covina,2414,4923,62,126,12/8/20
City of Cudahy,1890,7763,19,78,12/8/20
City of Culver City,760,1906,36,90,12/8/20
City of Diamond Bar,1126,1958,17,30,12/8/20
City of Downey,7181,6285,103,90,12/8/20
City of Duarte,934,4242,37,168,12/8/20
City of El Monte,7297,6222,197,168,12/8/20
City of El Segundo,233,1388,1,6,12/8/20
City of Gardena,2130,3474,68,111,12/8/20
City of Glendale,7274,3523,204,99,12/8/20
City of Glendora,2006,3802,83,157,12/8/20
City of Hawaiian Gardens,879,5989,3,20,12/8/20
City of Hawthorne,3569,4020,62,70,12/8/20
City of Hermosa Beach,409,2079,4,20,12/8/20
City of Hidden Hills,31,1640,0,0,12/8/20
City of Huntington Park,4643,7805,66,111,12/8/20
City of Industry,64,14645,2,458,12/8/20
City of Inglewood,4894,4309,103,91,12/8/20
City of Irwindale,106,7265,2,137,12/8/20
City of La Canada Flintridge,305,1474,6,29,12/8/20
City of La Habra Heights,72,1320,1,18,12/8/20
City of La Mirada,1574,3173,29,58,12/8/20
City of La Puente,2696,6625,30,74,12/8/20
City of La Verne,1030,3095,16,48,12/8/20
City of Lakewood,2348,2922,16,20,12/8/20
City of Lancaster*,8050,4982,84,52,12/8/20
City of Lawndale,1196,3558,13,39,12/8/20
City of Lomita,407,1963,9,43,12/8/20
City of Lynwood*,5490,7620,118,164,12/8/20
City of Malibu,172,1327,3,23,12/8/20
City of Manhattan Beach,592,1644,4,11,12/8/20
City of Maywood,2193,7818,43,153,12/8/20
City of Monrovia,1281,3302,41,106,12/8/20
City of Montebello,4048,6288,61,95,12/8/20
City of Monterey Park,1663,2671,61,98,12/8/20
City of Norwalk,6031,5604,101,94,12/8/20
City of Palmdale,9502,5977,89,56,12/8/20
City of Palos Verdes Estates,160,1183,2,15,12/8/20
City of Paramount,3949,7049,33,59,12/8/20
City of Pico Rivera,4520,7031,88,137,12/8/20
City of Pomona,10382,6658,165,106,12/8/20
City of Rancho Palos Verdes,503,1177,11,26,12/8/20
City of Redondo Beach,1068,1555,13,19,12/8/20
City of Rolling Hills,16,825,0,0,12/8/20
City of Rolling Hills Estates,88,1085,3,37,12/8/20
City of Rosemead,1683,3041,35,63,12/8/20
City of San Dimas*,1163,3369,17,49,12/8/20
City of San Fernando,1989,8081,24,98,12/8/20
City of San Gabriel,1175,2869,104,254,12/8/20
City of San Marino,152,1145,3,23,12/8/20
City of Santa Clarita,7496,3401,69,31,12/8/20
City of Santa Fe Springs,1026,5587,10,54,12/8/20
City of Santa Monica,1738,1880,51,55,12/8/20
City of Sierra Madre,171,1556,5,46,12/8/20
City of Signal Hill,446,3781,4,34,12/8/20
City of South El Monte,1390,6655,18,86,12/8/20
City of South Gate,7449,7589,83,85,12/8/20
City of South Pasadena,502,1927,27,104,12/8/20
City of Temple City,917,2515,51,140,12/8/20
City of Torrance,2398,1607,77,52,12/8/20
City of Vernon,34,16268,0,0,12/8/20
City of Walnut,627,2054,5,16,12/8/20
City of West Covina,5049,4665,76,70,12/8/20
City of West Hollywood,1032,2793,9,24,12/8/20
City of Westlake Village,61,730,0,0,12/8/20
City of Whittier,4409,5043,66,75,12/8/20
Los Angeles,193258,4778,3371,83,12/8/20
Los Angeles - Adams-Normandie,463,5645,5,61,12/8/20
Los Angeles - Alsace,610,4902,4,32,12/8/20
Los Angeles - Angeles National Forest,2,5000,0,0,12/8/20
Los Angeles - Angelino Heights,109,4357,1,40,12/8/20
Los Angeles - Arleta,2778,8083,30,87,12/8/20
Los Angeles - Atwater Village,466,3177,8,55,12/8/20
Los Angeles - Baldwin Hills,1021,3280,29,93,12/8/20
Los Angeles - Bel Air,145,1720,0,0,12/8/20
Los Angeles - Beverly Crest,253,2020,2,16,12/8/20
Los Angeles - Beverlywood,295,2239,0,0,12/8/20
Los Angeles - Boyle Heights*,7029,8090,90,104,12/8/20
Los Angeles - Brentwood,597,1929,5,16,12/8/20
Los Angeles - Brookside,10,1721,1,172,12/8/20
Los Angeles - Cadillac-Corning,245,3441,2,28,12/8/20
Los Angeles - Canoga Park,3670,5621,76,116,12/8/20
Los Angeles - Carthay,409,2848,19,132,12/8/20
Los Angeles - Central,3254,8345,48,123,12/8/20
Los Angeles - Century City,233,1821,2,16,12/8/20
Los Angeles - Century Palms/Cove,2418,7161,25,74,12/8/20
Los Angeles - Chatsworth,1391,3753,36,97,12/8/20
Los Angeles - Cheviot Hills,158,1723,2,22,12/8/20
Los Angeles - Chinatown,286,3566,3,37,12/8/20
Los Angeles - Cloverdale/Cochran,574,3944,5,34,12/8/20
Los Angeles - Country Club Park,605,3993,36,238,12/8/20
Los Angeles - Crenshaw District,545,3941,4,29,12/8/20
Los Angeles - Crestview,347,3052,22,194,12/8/20
Los Angeles - Del Rey,768,2565,9,30,12/8/20
Los Angeles - Downtown*,1592,5788,20,73,12/8/20
Los Angeles - Eagle Rock,1261,3185,28,71,12/8/20
Los Angeles - East Hollywood,1162,3968,49,167,12/8/20
Los Angeles - Echo Park,493,3458,7,49,12/8/20
Los Angeles - El Sereno,2324,5559,41,98,12/8/20
Los Angeles - Elysian Park,195,3414,0,0,12/8/20
Los Angeles - Elysian Valley,442,4346,5,49,12/8/20
Los Angeles - Encino,1338,2962,25,55,12/8/20
Los Angeles - Exposition,124,3728,2,60,12/8/20
Los Angeles - Exposition Park,2328,5183,27,60,12/8/20
Los Angeles - Faircrest Heights,74,2056,1,28,12/8/20
Los Angeles - Figueroa Park Square,535,6135,6,69,12/8/20
Los Angeles - Florence-Firestone,3852,8119,42,89,12/8/20
Los Angeles - Glassell Park,1209,3825,15,47,12/8/20
Los Angeles - Gramercy Place,443,4116,6,56,12/8/20
Los Angeles - Granada Hills,2523,4336,82,141,12/8/20
Los Angeles - Green Meadows,1474,6854,15,70,12/8/20
Los Angeles - Hancock Park,405,2377,4,23,12/8/20
Los Angeles - Harbor City,868,2986,12,41,12/8/20
Los Angeles - Harbor Gateway,1705,3911,18,41,12/8/20
Los Angeles - Harbor Pines,56,2325,0,0,12/8/20
Los Angeles - Harvard Heights,864,4791,30,166,12/8/20
Los Angeles - Harvard Park,2614,6891,27,71,12/8/20
Los Angeles - Highland Park,2112,4364,25,52,12/8/20
Los Angeles - Historic Filipinotown,752,5422,16,115,12/8/20
Los Angeles - Hollywood,2235,3275,20,29,12/8/20
Los Angeles - Hollywood Hills,660,2242,7,24,12/8/20
Los Angeles - Hyde Park,1301,4558,14,49,12/8/20
Los Angeles - Jefferson Park,459,5686,1,12,12/8/20
Los Angeles - Koreatown,1889,3654,37,72,12/8/20
Los Angeles - Lafayette Square,201,4409,3,66,12/8/20
Los Angeles - Lake Balboa,2062,4886,22,52,12/8/20
Los Angeles - Lakeview Terrace,939,7150,27,206,12/8/20
Los Angeles - Leimert Park,578,3794,9,59,12/8/20
Los Angeles - Lincoln Heights,1849,5672,58,178,12/8/20
Los Angeles - Little Armenia,510,6355,50,623,12/8/20
Los Angeles - Little Bangladesh,898,3168,7,25,12/8/20
Los Angeles - Little Tokyo,152,4852,1,32,12/8/20
Los Angeles - Longwood,215,4995,1,23,12/8/20
Los Angeles - Los Feliz,423,1958,3,14,12/8/20
Los Angeles - Manchester Square,357,4182,6,70,12/8/20
Los Angeles - Mandeville Canyon,49,1569,0,0,12/8/20
Los Angeles - Mar Vista,655,1542,8,19,12/8/20
Los Angeles - Marina Peninsula,63,1445,1,23,12/8/20
Los Angeles - Melrose,3254,4188,83,107,12/8/20
Los Angeles - Mid-city,465,3094,21,140,12/8/20
Los Angeles - Miracle Mile,347,1929,6,33,12/8/20
Los Angeles - Mission Hills,1666,6906,59,245,12/8/20
Los Angeles - Mt. Washington,997,4129,19,79,12/8/20
Los Angeles - North Hills,3558,5778,58,94,12/8/20
Los Angeles - North Hollywood,7737,5110,91,60,12/8/20
Los Angeles - Northridge,2867,4108,52,75,12/8/20
Los Angeles - Pacific Palisades,274,1287,4,19,12/8/20
Los Angeles - Pacoima,6927,8999,76,99,12/8/20
Los Angeles - Palisades Highlands,60,1560,0,0,12/8/20
Los Angeles - Palms,919,2094,31,71,12/8/20
Los Angeles - Panorama City,5371,7138,106,141,12/8/20
Los Angeles - Park La Brea,232,1708,1,7,12/8/20
Los Angeles - Pico-Union,2732,6529,101,241,12/8/20
Los Angeles - Playa Del Rey,52,1627,0,0,12/8/20
Los Angeles - Playa Vista,229,2092,0,0,12/8/20
Los Angeles - Porter Ranch,831,2335,7,20,12/8/20
Los Angeles - Rancho Park,145,2210,0,0,12/8/20
Los Angeles - Regent Square,75,2698,0,0,12/8/20
Los Angeles - Reseda,4424,5774,111,145,12/8/20
Los Angeles - Reseda Ranch,239,5155,1,22,12/8/20
Los Angeles - Reynier Village,76,1798,0,0,12/8/20
Los Angeles - San Pedro*,2883,3694,31,40,12/8/20
Los Angeles - Shadow Hills,137,3084,0,0,12/8/20
Los Angeles - Sherman Oaks,2189,2509,32,37,12/8/20
Los Angeles - Silverlake,1179,2675,25,57,12/8/20
Los Angeles - South Carthay,242,2284,2,19,12/8/20
Los Angeles - South Park,3098,8161,34,90,12/8/20
Los Angeles - St Elmo Village,243,5301,8,175,12/8/20
Los Angeles - Studio City,493,2197,12,53,12/8/20
Los Angeles - Sun Valley,3308,6303,40,76,12/8/20
Los Angeles - Sunland,889,4356,31,152,12/8/20
Los Angeles - Sycamore Square,10,1546,0,0,12/8/20
Los Angeles - Sylmar*,6349,7705,107,130,12/8/20
Los Angeles - Tarzana,1340,4340,39,126,12/8/20
Los Angeles - Temple-Beaudry,2036,5157,35,89,12/8/20
Los Angeles - Thai Town,326,3323,4,41,12/8/20
Los Angeles - Toluca Lake,196,2252,2,23,12/8/20
Los Angeles - Toluca Terrace,45,3446,1,77,12/8/20
Los Angeles - Toluca Woods,43,2314,0,0,12/8/20
Los Angeles - Tujunga,1036,3725,19,68,12/8/20
Los Angeles - University Hills,100,2916,1,29,12/8/20
Los Angeles - University Park,1616,5886,24,87,12/8/20
Los Angeles - Valley Glen,1412,4704,21,70,12/8/20
Los Angeles - Valley Village,809,3273,31,125,12/8/20
Los Angeles - Van Nuys*,5908,6339,118,127,12/8/20
Los Angeles - Venice,646,1906,4,12,12/8/20
Los Angeles - Vermont Knolls,1124,6535,19,110,12/8/20
Los Angeles - Vermont Square,567,7405,6,78,12/8/20
Los Angeles - Vermont Vista,3014,7318,28,68,12/8/20
Los Angeles - Vernon Central,4571,8791,49,94,12/8/20
Los Angeles - Victoria Park,384,4572,3,36,12/8/20
Los Angeles - View Heights,85,2301,3,81,12/8/20
Los Angeles - Watts,3076,7208,40,94,12/8/20
Los Angeles - Wellington Square,215,4374,3,61,12/8/20
Los Angeles - West Adams,1468,5313,45,163,12/8/20
Los Angeles - West Hills,1079,2661,50,123,12/8/20
Los Angeles - West Los Angeles,907,2410,20,53,12/8/20
Los Angeles - West Vernon,3829,7138,58,108,12/8/20
Los Angeles - Westchester,842,1632,21,41,12/8/20
Los Angeles - Westlake,3397,5723,157,265,12/8/20
Los Angeles - Westwood,911,1684,7,13,12/8/20
Los Angeles - Wholesale District*,3274,9062,38,105,12/8/20
Los Angeles - Wilmington,2984,5283,29,51,12/8/20
Los Angeles - Wilshire Center,1879,3745,40,80,12/8/20
Los Angeles - Winnetka,2546,4916,30,58,12/8/20
Los Angeles - Woodland Hills,1832,2692,35,51,12/8/20
Unincorporated - Acton,152,1907,3,38,12/8/20
Unincorporated - Agua Dulce,71,1708,0,0,12/8/20
Unincorporated - Altadena,1241,2845,21,48,12/8/20
Unincorporated - Anaverde,57,3780,0,0,12/8/20
Unincorporated - Angeles National Forest,10,803,0,0,12/8/20
Unincorporated - Arcadia,183,2293,3,38,12/8/20
Unincorporated - Athens-Westmont,2434,5735,31,73,12/8/20
Unincorporated - Athens Village,432,8822,13,265,12/8/20
Unincorporated - Avocado Heights,456,6731,4,59,12/8/20
Unincorporated - Azusa,950,5966,9,57,12/8/20
Unincorporated - Bassett,1038,7005,10,67,12/8/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/8/20
Unincorporated - Bradbury,9,8333,2,1852,12/8/20
Unincorporated - Canyon Country,315,4076,2,26,12/8/20
Unincorporated - Castaic*,2529,9301,5,18,12/8/20
Unincorporated - Cerritos,33,5622,0,0,12/8/20
Unincorporated - Charter Oak,0,0,0,0,12/8/20
Unincorporated - Claremont,29,4131,4,570,12/8/20
Unincorporated - Covina,855,5084,9,54,12/8/20
Unincorporated - Covina (Charter Oak),578,4397,4,30,12/8/20
Unincorporated - Del Aire,128,2914,2,46,12/8/20
Unincorporated - Del Rey,12,3774,0,0,12/8/20
Unincorporated - Del Sur,58,2402,0,0,12/8/20
Unincorporated - Desert View Highlands,134,5375,1,40,12/8/20
Unincorporated - Duarte,374,8446,4,90,12/8/20
Unincorporated - East Covina,13,3951,0,0,12/8/20
Unincorporated - East La Mirada,203,3836,1,19,12/8/20
Unincorporated - East Lancaster,3,2632,0,0,12/8/20
Unincorporated - East Los Angeles,10532,8408,133,106,12/8/20
Unincorporated - East Pasadena,117,1827,2,31,12/8/20
Unincorporated - East Rancho Dominguez,1060,6924,19,124,12/8/20
Unincorporated - East Whittier,164,3091,0,0,12/8/20
Unincorporated - El Camino Village,277,3151,3,34,12/8/20
Unincorporated - El Monte,9,6207,0,0,12/8/20
Unincorporated - Elizabeth Lake,22,1325,0,0,12/8/20
Unincorporated - Florence-Firestone,5637,8712,63,97,12/8/20
Unincorporated - Franklin Canyon,0,0,0,0,12/8/20
Unincorporated - Glendora,25,3788,1,152,12/8/20
Unincorporated - Hacienda Heights,1918,3430,22,39,12/8/20
Unincorporated - Harbor Gateway,1,100000,0,0,12/8/20
Unincorporated - Hawthorne,111,4415,1,40,12/8/20
Unincorporated - Hi Vista,14,1275,0,0,12/8/20
Unincorporated - Kagel/Lopez Canyons,63,4462,1,71,12/8/20
Unincorporated - La Crescenta-Montrose,377,1904,3,15,12/8/20
Unincorporated - La Habra Heights,11,1627,1,148,12/8/20
